,Unnamed: 0,Assessment,Question,Proof,Identify.Base.Case,Prove.Base.Case,Hypothesis.is.stated,Hypothesis.is.given.some.bound,Goal.is.Clear,Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k,Inductive.Hypothesis.is.applied,Graded.By,Semester
57,58,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"$g(n) = \frac{4}{3}g(n-1)-\frac{1}{3}g(n-2)$.
Substitute $g(n) = 2- \frac{2}{3^{n}}, RHS = \frac{4}{3}(2- \frac{2}{3^{n-1}}) - \frac{1}{3}(2- \frac{2}{3^{n-2}}) = \frac{8}{3} - \frac{8}{3^{n}} - \frac{2}{3} + \frac{2}{3^{n-1}}$
$= 2 - \frac{8}{3^{n}} + \frac{6}{3^{n}} = 2 - \frac{2}{3^{n}} = LHS $
",0,0,0,0,2,2,2,Seth,sp22
58,59,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n.

Induction Predicate: Suppose that $g(n) = 2-\frac{2}{3^n}$ for any natural number $n$.

Base: Let n = 0. Then $g(0) = 0$ as stated above. But $g(0) = 2-\frac{2}{3^0} = 2-2=0$. So $g(n)$ holds true for $n=0$.

Induction Hypothesis: Suppose that $g(n) = 2-\frac{2}{3^n}$ when $n = 0, 1, ... k$. This means that $g(k) = 2-\frac{2}{3^k}$

Induction Step: We need to prove that $g(k+1) = 2-\frac{2}{3^{k+1}}$.

From the induction hypothesis, we know that 

$g(k+1) = g(k) + g(1)$

$= 2-\frac{2}{3^k} + \frac{4}{3}$

$= \frac{2*3^{k}}{3^{k}}-\frac{2}{3^k} + \frac{4*3^{k}}{3^k}$

$= 2-\frac{2+4*3^k}{3^k}*\frac{3}{3}$

$= 2-\frac{6+4*3^{k+1}}{3^{k+1}}$",1,2,2,2,2,1,2,Seth,sp22
59,60,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We will prove this by induction.
Our Inductive Predicate is $g(n)=2-\frac{2}{3^n}$

We first look at the base cases n=0, 1. For g(0)=0, we also know g(0)=2-$\frac{2}{3^0}=2-\frac{2}{1}=0$. For g(1), we get g(1)=2-$\frac{2}{3^1}=2-\frac{2}{3}=\frac{4}{3}$ As such, the statement holds true for both base cases.

Now, we can assume this predicate holds true for all natural numbers up to generic natural number n, and we must show it holds for n+1 too.

We can say $g(n)=\frac{4}{3}g(n-1)-\frac{1}{3}g(n-2)$, and so we can say $g(n+1)=\frac{4}{3}g(n)-\frac{1}{3}g(n-1)$. Using $g(n)=2-\frac{2}{3^n}$ for n and n-1, we get:
$g(n+1)=\frac{4}{3}(2-\frac{2}{3^n})-\frac{1}{3}(2-\frac{2}{3^{n-1}})=\frac{8}{3}-\frac{8}{3^{n+1}}-\frac{2}{3}+\frac{2}{3^n}=\frac{6}{3}-\frac{8-2\cdot 3}{3^{n+1}}=2-\frac{2}{3^{n+1}}$.

We have shown that $g(n+1)=2-\frac{2}{3^{n+1}}$, and so the predicate works for n+1. Thus it works for any natural number n.",2,2,2,2,2,2,2,Seth,sp22
60,61,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,I don't know how to do this problem. ,0,0,0,0,0,0,0,Seth,sp22
61,62,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We need to prove $g(n) = 2 - \frac{2}{3^{n}}$ by induction on n.

Base Case (for n=1): $2 - \frac{2}{3^{1}} = \frac{6-2}{3} = \frac{4}{3}$

Inductive Hypothesis: $g(n) = 2 - \frac{2}{3^{n}}$ for n = 1, 2, ...k-2, k-1.

$g(k) = \frac{4}{3}g(k-1) - \frac{1}{3}g(k-2) = \frac{4}{3}(2 - \frac{2}{3^{k-1}}) - \frac{1}{3}(2-\frac{2}{3^{k-2}})$

$\implies \frac{8}{3} - \frac{8}{3^{k}} - \frac{2}{3} + \frac{2}{3^{k-1}} = \frac{8-2}{3} -\frac{8}{3^{k}} + \frac{2(3)}{(3)3^{k-1}} = 2 - \frac{2}{3^{k}}$",1,2,2,2,2,2,2,Seth,sp22
62,63,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"$g(n-1)=\frac{4}{3}g(n-2)-\frac{1}{3}g(n-3)$

$g(n)-g(n-1)=\frac{4}{3}g(n-1)-\frac{5}{3}g(n-2)+\frac{1}{3}g(n-3)$

$g(n)=\frac{7}{3}g(n-1)-\frac{5}{3}g(n-2)+\frac{1}{3}g(n-3)$

I cannot figure it out.",0,0,0,0,0,0,0,Seth,sp22
63,64,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We can prove this by induction on n.

Base case: Let g(n) = 2 - 2/(3^n) be true for n = 2, 3, ... k-1.

g(2) = (4/3)g(1) - (1/3)g(0) = 16/9 - 0 = 16/9.

Inductive hypothesis: We can prove Let g(n) = 2 - 2/(3^n) is true for n = k.

Inductive step:  g(k) = 2 - 2/(3^(k))

if k = 2, g(2) = 2 - 2/9 = 16/9.

Therefore, this is true.",2,2,2,2,2,0,0,Seth,sp22
64,65,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number. Suppose that x = 2 - 2/(3^n)

When n = 0, x = 0. When n = 1, x = 4/3. When n = 2, x = 16/9. We can assume this pattern continues as n increases. Therefore, g(n) = = 2 - 2/(3^n). QED

",2,2,0,0,0,0,0,Seth,sp22
65,66,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof of g by induction

Predicate: g(n) = 4/3g(1-(2/3^n)) - 1/3g(-2/3^n)

Initial: g(2) = 4/3g(1) - 1/3g(0) = 4/3(4/3) - 1/3(0) = 16/9 which is a real number.

Hypothesis: g(n) is a real number.

Proof:  

g(n) = 4/3g(1-(2/3^n)) - 1/3g(-2/3^n) for n >= 2.

g(2) = 4/3 g(1-2/9) - 1/3g(-2/3^n)",1,1,0,0,0,0,0,Seth,sp22
66,67,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"let $n \in \mathbb{N}$ and suppose $n > 1$ and we want to prove 
$$g(n)=2-\frac2{3^n}$$

$$g(n+1)=2-\frac2{3*3^n}$$

according to the def, $g(n+1) =\frac43g(n)-\frac13g(n-1)$

combine with $g(n)=2-\frac2{3^n}$, we have $2-\frac2{3*3^n}$

Q.E.D.",0,0,0,0,1,1,1,Seth,sp22
67,68,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"This number will forever approach 2. It can never be 2 because while the number is continually multiplied by 4/3, it's also subtracting 1/3 times one less power of 4/3 then what g(n) is on.",0,0,0,0,0,0,0,Seth,sp22
68,69,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let $n$ be a natural number.

Let $P(n) = g(n) = 2 - \frac{2}{3^n}$ for any $n$.

Base: $P(0) = 2 - \frac{2}{3^0} = 0$ and $P(1) = 2 - \frac{2}{3^1} = \frac43$. Because both base cases hold true, we can continue.

Inductive hypothesis: Let $P(n)$ hold true for $n = 0, 1, ... ,k-1$. 

Therefore, $g(k) = \frac43 (2-\frac{2}{3^{k-1}}) - \frac13(2-\frac{2}{3^{k-2}}) = 2 - \frac{2}{3^k}$ which is what we needed to show.",2,2,2,2,2,0,0,Seth,sp22
69,70,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Does the claim hold for $n=0$ and $n=1$? Yes.

According to the claim,

$g(0)=2-\cfrac{2}{3^0}=0,g(1)=2-\cfrac{2}{3^1}=\cfrac{4}{3}$

which is true (according to the definition of $g$ provided).

does the claim agree with the last bullet of the definition of $g(n)$? (regarding values of $n\geq2$) Yes.

$(2-\cfrac{2}{3^n})=\cfrac{4}{3}(2-\cfrac{2}{3^{n-1}})-\cfrac{1}{3}(2-\cfrac{2}{3^{n-2}})$? Yes.

Simplifying the right hand side,

$\cfrac{4}{3}(2-\cfrac{2}{3^{n-1}})-\cfrac{1}{3}(2-\cfrac{2}{3^{n-2}})=$

$\cfrac{8}{3}-\cfrac{8}{3^n}-\cfrac{2}{3}+\cfrac{2}{3^{n-1}}=$

$2-\cfrac{8}{3^n}+\cfrac{2(3)}{3^n}=$

$2-\cfrac{2}{3^n}$ as it should.

This means that the claim holding true for $g(0)$ and $g(1)$ would entail the claim holding true for $g(2)$.

The truth of $g(1)$ and $g(2)$ entails the truth of $g(3)$, etc. for all

$g(4),g(5),g(6),...,g(n) \ n\in \mathbb{N}$ remaining.

The claim has thus been proven.",2,2,0,0,2,2,2,Seth,sp22
70,71,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"$g(1)=\frac4 3$  
$g(2) = \frac4 3g(1)-\frac1 3g(0) = \frac4 3(\frac4 3)-\frac1 3(0) = 2-\frac2 {3^2}=\frac{16}9$    
$g(k+2) = 2 - \frac2 {3^{k+2}}=2-$
",1,1,0,0,0,0,0,Seth,sp22
71,72,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"I will use induction to prove the above statement.

Case 1: n = 0. If n = 0, g(0) = 0. This is equal to 2 - $\frac{2}{3^0} = 2 - 2 = 0$

Case 2: n = 1. If n = 1, g(1) = $\frac{4}{3}$. This is equal to 2 - $\frac{2}{3^1} = 2 - \frac{2}{3} = \frac{4}{3}$

Case 3: n = 2. If n = 2, g(2) = $\frac{4}{3}g(2-1) - \frac{1}{3}g(2 - 2) = \frac{4}{3}*\frac{4}{3} - 0 = \frac{16}{9}$. This is equal to 2 - $\frac{2}{3^2} = 2 - \frac{2}{9} = \frac{16}{9}$.

The cases above prove that g(n) = 2 - $\frac{2}{3^n}$.
",2,2,0,0,0,0,0,Seth,sp22
72,73,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"WE prove that the base case g(n) is trivial. We assume g(n). We prove by induction. That means we can prove it for g(n+1) now. $g(n+1) = 4/3g(n) - 1/3g(n - 1)$. When you simplify, then you get something similar. This induction proof really tricked me. ",1,0,1,1,1,2,0,Seth,sp22
73,74,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Suppose that g(n) = 2 - 2/3^n for any natural number n. Using the examples provided above, we find that n=0 and n=1, when plugged into the given equation, equal their expected values. Additionally, when n=2, we find g(2)=16/9, also its expected value. Thus, g of 0,1, and 2 have all proven to satisfy the equation given above. ",2,2,0,0,0,0,0,Seth,sp22
74,75,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: Let the function g(n) be defined as a natural real number

Inductive Hypothesis: Since the functions are all the same, we can substitute values and use induction to prove the final equation for any natural number n.

Inductive Step: For the equation, if we plug in n=2 for g(n), we can use the values of g(0) and g(1), which are within the given bounds. Once we evaluate g(2), we get 16/9 - 0 = 16/9/
To check if the values are the same with final function we can plug in 2 to check out hypothesis. Evaluating g(2) gives us 2 - 2/(3)^2 = 2 - 2/9 = 16/9. Since the numbers are the same and they fall within the constraints of natural numbers and the bounds of n >= 2, we can say we have proved that g(n) = 2 - 2/(3)^2 for any natural number n. QED",1,2,0,0,0,0,0,Seth,sp22
75,76,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let $P(n) = 2 - \frac{2}{3^n}$.

Base cases: We need to prove that $P(0)$ and $P(1)$ are true. $P(0) = 2 - \frac{2}{3^0} = 0$. $P(1) = 2 - \frac{2}{3^1} = \frac{4}{3}$. So both cases are true. 

Inductive hypothesis: $P(n) = 2 - \frac{2}{3^n}$ holds true for $n = 0,1,...k - 1$.

Inductive step: We need to show that $P(k) =  2 - \frac{2}{3^k}$ holds true.

Using the definition of $g(n)$, $g(k)= \frac{4}{3}g(k-1) - \frac{1}{3}g(k-2)$. Through the inductive hypothesis, we can rewrite $g(k) = \frac{4}{3}(2 - \frac{2}{3^{k-1}}) - \frac{1}{3}(2 - \frac{2}{3^{k-2}})$. Distributing, we obtain $g(k) = \frac{8}{3} - \frac{8 \* 3}{3*(3^k)} - \frac{2}{3} + \frac{2 \* 9}{3 * (3^k)} = 2 - \frac{8}{3^k} + \frac{6}{3^k} = 2 - \frac{2}{3^k}$, which is what we wanted to prove. ",2,1,1,2,2,2,2,Seth,sp22
76,77,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Assume P(n) be the statement that $\forall n \in N$, g(n) = 2 - $2\over3^n$.
To prove P(1) is true,

LHS = g(1) = $4\over3$; RHS = 2 - $2\over3^1$ = $4\over3$. Because LHS = RHS, P(1) is true.

Assume P(k) is true and therefore, $\forall k \in N$, g(k) = 2 - $2\over3^k$.

Now, we need to prove that P(k+1) is true.

LHS = g(k+1) = $4\over3$g(k) - $1\over3$g(k-1) = $4\over3$(2 - $2\over3^n$) - $1\over3$(2 - $2\over3^(k-1)$ =2 - $2\over3^k+1$ RHS. Thus, P(k+1) is true.

Because P(k+1) is true whenever P(k) is true, by the principle of mathematic induction, P(n) is true.",1,2,2,1,2,2,2,Seth,sp22
77,78,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(n) = 4/3g(n-1) - 1/3g(n-2) for n >_2

split into two equations

4/3g(n-1) = 4/3^(n)

1/3g(n-2) = 1/3^n * 4/3(N

not sure
",0,0,0,0,0,0,0,Seth,sp22
78,79,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let g(n) = 4/3g(n-1) -1/3g(n-2)
g(1) = 4/3

Hence g(n) simplified = 4/3*4/3-1/3*2(4/3)

This = 2-2/3^n",1,1,0,0,0,0,0,Seth,sp22
79,80,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Proof:

if n = 2: 

if n > 3:

g(n) = 4/3*(4/3*g(n-2)-1/3*g(n-3)) - 1/3*(4/3*g(n-3) - 1/3*g(n-4))

g(n) = 16/3*g(n-2)-8/9*g(n-3) + 1/6*g(n-4)",0,0,0,0,0,0,0,Seth,sp22
80,81,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"since g(2) can be written as g(2) = 4/3 g(1) - 1/3g (0) = 16/9, which is equivalent to g(2) = 2 - 2 /3^2 = 16/9, which is our base case. g(2) can also be expressed as 4/3*g(1) - 1/3g(0) = 1/3 *g(1) *4 - 1/3*g(0) = 1/3[(g(1) * 4 - g(0)] which is 1/3 * (4/3) * 4. 2 - 2/3^n can also be written as 2(3^n -1) / 3^n, which is equivalent to 16/9.  ",1,2,0,0,0,0,0,Seth,sp22
81,82,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,i don't know induction.,0,0,0,0,0,0,0,Seth,sp22
82,83,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We will prove this by recursion of n.

Base cases: When n = 0, 1, and 2, $\frac{4}{3}g(n-1)-\frac{1}{3}g(n-2) =  2 - \frac{2}{3^n}$. So P(0), P(1), and P(2) are true.

Hypothesis: Let n be a natural number, and suppose $\frac{4}{3}g(n-1)-\frac{1}{3}g(n-2) =  2 - \frac{2}{3^n}$ is true for 0,1,2,...,k+1. We need to show $g(k+2) = \frac{4}{3}g(k+1)-\frac{1}{3}g(k) =  2 - \frac{2}{3^{k+2}}$ is true.

$g(k+2) = \frac{4}{3}g(k+1)-\frac{1}{3}g(k) = \frac{4}{3}(2-\frac{2}{3^{k+1}}) - \frac{1}{3}(2-\frac{2}{3^{k}}) = \frac{8}{3}-\frac{8}{3^{k+2}}-\frac{2}{3}+\frac{2}{3^{k+1}}$

$= 2 - \frac{8}{3^{k+2}} + \frac{6}{3^{k+2}} = 2 - \frac{2}{3^{k+2}}$.

This is what we needed to show.",2,1,1,2,2,2,2,Seth,sp22
83,84,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(1) = 2 - 2/3 = 4/3.

g(n) = 4g/3 (n-1) - g/3 (n-2)

(g/3) (4(n-1) - (n-2))
",0,0,0,0,0,0,0,Seth,sp22
84,85,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We will prove the above statement with induction.

Base cases: we need to show that the cases for $g(0)$ and $g(1)$ hold true. So considering any natural number $n$,  $g(0) = 2 - \frac{2}{3^0} = 2- 2 = 0$, and $g(1) =  2 - \frac{2}{3^1} = \frac{4}{3}$. So the base case holds.

Inductive step: Now we need to show that $g(n)$ is true for all natural numbers. $n = {0 , 1, 2, ... , k}$. Suppose that $n = 2,$ so by substituting our base cases, $g(2) = \frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{16}{9}$. Similarly, the inductive hypothesis evaluates to the same value $g(2) = 2 - \frac{2}{3^2} = \frac{16}{9}$. Therefore, for any natural number $n$,  $g(n) = 2 - \frac{2}{3^n}$ holds. QED.",2,2,0,0,1,0,0,Seth,sp22
85,86,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction: g(n) = 2 - 2/(3^n). </br>
Base Cases: g(0) = 0 = 2 - 2/(3^0) = 0; g(1) = 4/3 = 2 - 2/3 = 4/3; g(2) = 4/3(4/3) - 1/3(0) = 16/9 = 2 - 2/(3^2) = 2 - 2/9 = 16/9. Therefore, all base cases pass.
Predicate hypothesis: Suppose g(n) = 2 - 2/(3^n) for any natural number n. </br>
Predicate step: Prove g(n+1) = 2 - 2/(3^n+1) for any natural number n. </br> 
g(n+1) = 4/3 ( 2- 2/(3^n)) - 1/3 (2 - 2/(3^n-1)). This equals 8/3 - 8/3(n+1) - 2/3 - 2/(3^n). This simplifies down to 6/3 - 6/3(3^n) = 2  - 2/(3^n). </br>
Therefore, g(n) = 2 - 2/(3^n) for any natural number n, QED.
",2,2,2,1,2,2,2,Seth,sp22
86,87,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"let n = 2
4/3 g(2-1) - 1/3 g(2-2) = 16/9
2-2/3^2 = 16/9

let n = k
g(n) = 4/3 g(k-1) - 1/3g(k-2)
g(n) + 1/3g(k-2) = 4/3g(k-1)
k + 1/3k-2 = 4/3k-1
3k + 1/3k-2 = 4k-1
3k + 1/3k = 4k+1
3 +1/3 = 4 +1/k
k = -2/3
so k can be any arbitrary number just add to both sides
so 2 - 2/3^k

",1,2,0,0,2,2,0,Seth,sp22
87,88,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be any natural number. g(0) = 0. g(1) = 4/3. g(n) = 4/3g(n-1) -1/3g(n-2). Basically, for any n, it is equal to 4/3 of the previous element - 1/3 of the 2nd previous element. But since the second previous element is just 4/3 of the previous element, we get that 2 - 2/3^n should be true for n. ",2,1,0,0,0,0,0,Seth,sp22
88,89,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"There is an integer k where n = 0, ... k - 1. g(k) = 2 - 2/3^k and we know that g(k) = 4/3g(k - 1) - 1/3g(k - 2).  g(k) = 2 - 2/3^(k-1) * 2/3. This turns into 4/3 * (2 - 2/3^(k-1)) - 1/3 * (2 - 2/3^(k-2)). This turns into 8/3 - 8/9^(k-1) - 2/3 + 1/3^(k-2). 8/3 - 2/3 + 1/3^k-2 - 8/9^k-1. This turns into 2 - 8/9^k-1 + 1/3^k-2 this can be turned into 2 - 8/9^k * 3 + 1/3^k * 9. This then turns into 2 - 24/9^k + 9/3^k. This then can turn into 2 - 2/3^n by some other step which I cannot think of. This is what we needed to show.",0,0,0,0,1,2,1,Seth,sp22
89,90,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Since g(0) = 2 - 2 = 0 and g(1) = 2 - 2/3 = 4/3 and these numbers are also a result of 4/3g(n-1) - 1/3g(n-2), we are able to prove and conclude that g(n) = 2-2/3^n",2,2,0,0,0,0,0,Seth,sp22
90,91,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: Let n = 0, g(0) = 0 as given and g(0) = 2 - 2/3^0 = 0 as well.

Induction: Suppose that the statement is true for integers of n up to k (0,1,2,3...k). We need to prove that the statement holds for k + 1. Therefore g(k + 1) = 4/3g(k) - 1/3g(k - 1) = 4/3(2 - 2/3^k) - 1/3(2 - 2/3^k-1) = 2 - 2/3^(k+1) which follows the form that we wanted to prove. Q.E.D.",1,1,2,2,2,2,2,Seth,sp22
91,92,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Subsituting the values into the given equation to prove:

Let $n=0$. Then $g(0) = 2-\frac{2}{3^{0}} = 2-2 = 0$, which equals the given $g(0)=0$.


Let $n=1$. Then $g(1) = 2-\frac{2}{3^{1}} = \frac{6}{3} - \frac{2}{3} = \frac{4}{3}$, which equals the given $g(1)=\frac{4}{3}$.

Let $k \in N$ Plugging the $g(k)$ into the given recursive equation, we get:

$g(k) = \frac{4}{3}g(k-1) - \frac{1}{3}g(k-2)
      = \frac{4}{3}(2-\frac{2}{3^{k-1}}) - \frac{1}{3}(2-\frac{2}{3^{k-2}})
      = \frac{8}{3}-\frac{8}{3^{k}} - \frac{2}{3}+\frac{2}{3^{k-1}}
      = \frac{6}{3}-\frac{8}{3^{k}} + \frac{2}{3^{k-1}}
      = 2-\frac{8}{3^{k}} + \frac{2*3}{3^{k}}
      = 2-\frac{8}{3^{k}} + \frac{6}{3^{k}}
      = 2-\frac{2}{3^{k}}$
      
Because $g(k) = 2-\frac{2}{3^{k}}$ holds true for all $k \in Z$, we can conclude that the given equation $g(n) = 2-\frac{2}{3^{n}}$ is indeed true for any natural number $n$.

$QED$",2,2,0,0,2,2,2,Seth,sp22
92,93,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"We know that g(0) = 0, g(1) = 4/3, and g(n) = (4/3)g(n-1)-(1/3)g(n-2) for any natural number of n greater than or equal to 2.

Let's assume that g(n) = 2 - (2/3^n) for any natural number n.

Using the g(0) = 0, we can test the value in the equation of g(n) = 2 - (2/3^n) for any natural number n, which will result in g(0) = 0 

The same will go for plugging the value 1 into g(n), which will give us 4/3.

The original g(n) functions with values greater than 1 also works with the g(n) = 2 - (2/3^n) for any natural number n.

Plugging 2 for the value of n will result in 16/9 for both equations.

This means that g(n) = 2 - (2/3^n) works for any natural number n which is what we needed to prove.",2,2,2,1,0,0,0,Seth,sp22
93,94,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Consider the definitions of g given above.

When trying to find g(n) for n >= 2 we can use these definitions to find a formual. 

Lets suppose g = 2.

If we plug this in to the formual for g(n) above we get g(2) = 4/3g(2-1) - 1/3 g(2-2)

Simplifying this we get g(2) = 4/3g(1) - 1/3 g(0). 

Since g(0) = 0 and g(1) = 4/3 this leaves us with g(2) = 16/9

The denominator of this fraction can be rewritten as 3^2. This leaves us with g(2) = 16/3^2

Again, assuming by the definition I am supposed to somehow plug in these numbers and use the 0 and 1 case given to help me with my proof, but not quite sure how to connect to the end. 



So g(n) = 2 - 2/3^n for any natural number n. ",1,1,0,0,0,0,0,Seth,sp22
94,95,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,the pattern for g(n) can be written as (4g(n - 1) - g(n + 2))/3 which is equal to 1/3. Now we have to addg(0) and g(1) for the summation. Therefore the expression becomes 4 + 4g(n-1) - g(n-2).,0,0,0,0,0,0,0,Seth,sp22
95,96,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Prove by induction:
Induction predicts that g(n)=2-2/3^n = 4/3g(n-1) - 1/3g(n-2)
Base case: g(n)=2-2/3^n when n=0
g(0)=0=2-2/(1), g(1) = 4/3 = 2-2/(3)
Inductive step: prove g(n)=2-2/3^n = 4/3g(n-1) - 1/3g(n-2) when n=k-1
g(k-1) = 2-2/3^(k-1) = 
g(k-1) = 4/3g(k-2) - 1/3g(k-3) = 
When two results are the same, we can deduce that g(n) = 2-2/3^n = 4/3g(n-1) - 1/3g(n-2) when n=k, by the definition of induction and domino theory.",2,2,0,1,2,2,0,Seth,sp22
96,97,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Induction by n.
Since g(0) = 0 g(1) = 4/3 and g(n) = 4/3*g(n-1)  - 1/3*g(n-2)
Checking when n - 2, g(2) = 4/3*g(1) - 1/3*g(0) = 4/3*(4/3) - 1/3*(0) = 16/3.
Checking with g(n) = 2 - (2/(3^n)), g(2) = 2 - (2/9) = 16/9 which is valid.
WIth this as n is greater than or equal to two when inducting by n, we can confirm that g(n) = 4/3 * g(n-1) + 1/3*g(n-2) = 2 - (2/(3^n))",1,1,0,0,0,0,0,Seth,sp22
97,98,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"proof by induction of n

inductive predicate: g(n) = 2 - $\frac{2}{3^n}$ for any natural number n

base cases: g(0) = 0 = 2 - $\frac{2}{3^0}$ = 2 - 2 = 0. g(n) holds true when n = 0.

g(1) =  $\frac{4}{3}$ = 2 - $\frac{2}{3^1}$ = 2 - $\frac{2}{3}$ = $\frac{4}{3}$ . g(n) holds true when n = 1.

inductive hypothesis: suppose g(n) = 2 - $\frac{2}{3^n}$ for any natural number n = 1, 2, 3 $...$ k, so n = k

inductive step: g(n) = 2 - $\frac{2}{3^k}$

math steps 

proven that g(n) = 2 - $\frac{2}{3^n}$ by induction of n QED",2,2,2,2,0,0,0,Seth,sp22
98,99,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base case(s): g(2),g(3)

$g(2) = \frac{16}{9}+0 = \frac{18-2}{9} = 2-\frac{2}{3^2}$

$g(3) = \frac{64}{27}-\frac{12}{27} =  = \frac{54-2}{27} = 2-\frac{2}{3^3}$

Now for the general case. If it holds true for n-1 and n-2, then 

$g(n) = \frac{4}{3} g(n-1)-\frac{1}{3}g(n-2) = \frac{4}{3} (2-\frac{2}{3^{n-2}})-\frac{1}{3}(2-\frac{2}{3^{n-1}}) = \frac{3}{3} 2 - \frac{8+6}{3^n} = 2-\frac{2}{3^n}$

Since it holds true for the general case assuming our base case, this is proven true by induction",1,2,0,0,2,2,2,Seth,sp22
99,100,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be an arbitrary natural number. 

By definition, g(n) = (4/3)g(n-1) - (1/3)g(n-2). Then, g(n) = (4/3)((4/3)g(n-2) - (1/3)g(n-3)) - (1/3)((4/3)g(n-3) - (1/3)g(n-4)) = (16/9)g(n-2) - (8/9)g(n-3) - (1/3)g(n-4). ",0,0,0,0,0,0,0,Seth,sp22
100,101,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Base case g(0) = 0, g(1) = 4/3
Inductive hypothesis: ??",1,1,0,0,0,0,0,Seth,sp22
101,102,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on $n$.

$P(n): g(n) = \frac{4}{3}g(n-1) - \frac{1}{3}g(n-2) = 2 - \frac{2}{3^n}$.

Base Case: $n=2$
On the right side, $\frac{4}{3}*\frac{4}{3} - 0= \frac{16}{9}$ and on the left side, $2 - \frac{2}{3^2} = \frac{16}{9}$. So, $\frac{16}{9}=\frac{16}{9}$ and $P(n)$ is true for the base case, $n=2$.

Inductive hypothesis: Suppose $P(n)$ holds for $n=k$. Then, $g(k) = \frac{4}{3}g(k-1) - \frac{1}{3}g(k-2) = 2 - \frac{2}{3^k}$ is true.

Inductive step: Prove $P(n)$ holds for $n=k+1$. $g(k+1)$ $= \frac{4}{3}g(k)$ $- \frac{1}{3}g(k-1)$ $=2$ $- \frac{4}{3}$$*\frac{2}{3^k}$ $-\frac{1}{3}g(k-1)$. So, $g(k+1) =$ $\frac{4}{3}$*$\frac{2}{3^k}$ $- \frac{1}{3}*\frac{2}{3^{k-1}}$. This simplifies to $\frac{8}{3}$ $-\frac{8}{3^{k+1}}$ $-\frac{2}{3}$ $+\frac{2}{3^k}$ = $2 - \frac{2}{3^{k+1}}$.

So, because $P(n)$ holds for $n=2$, $n=k$, and $n=k+1$, $P(n)$ holds for all $n\in \mathbb{N}$, which is what we needed to show.",1,2,2,1,2,2,2,Seth,sp22
