"","Assessment","Question","Proof","Identify.Base.Case","Prove.Base.Case","Hypothesis.is.stated","Hypothesis.is.given.some.bound","Goal.is.Clear","Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k","Inductive.Hypothesis.is.applied","Graded.By"
"217","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","If k = 0, then $2n^3+3n^2+n = 2k^3+3k^2+k=2(0)+3(0)+0=0$, which is divisible by 6.",2,2,0,0,0,0,0,"Seth"
"218","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Suppose n = 0

Then, $2(0)^3 + 3(0)^2 + (0) = 0$, which is divisible by 6.

Suppose n = 1

Then, $2(1)^3 + 3(1)^2 + (1) = 6$, which is divisible by 6.

Suppose n = 2

Then, $2(2)^3 + 3(2)^2 + (2) = 30$, which is divisible by 6.

For any natural number n, $2n^3 + 3n^2 + n$ is divisible by 6.

",2,2,0,0,0,0,0,"Seth"
"219","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Forgot Inductive Proofs Fully

All I remember:
Inductive Claim -> Base Case -> Inductive Hypothesis",0,0,0,0,0,0,0,"Seth"
"220","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof inducted on n.
P(n) predicated over all natural numbers n.
Base case: For P(0), 2 * 0^3 + 3 * 0^2 + 0 = 0, which is obviously divisible by 6.
Inductive hypothesis: 2n^3 + 3n^2 + n is divisible by 6 for n = 0, 1, ..., k. where k >0.
Inductive step: We need to prove 2(k + 1)^3 + 3(k + 1)^2 + k + 1 is divisible by 6.
2(k + 1)^3 + 3(k + 1)^2 + k + 1 = 2(k^3 + 3k^2 + 3k + 1) + 3(k^2 + 2k + 1) + k + 1 = (2k^3 + 3k^2 + k) + 6k^2 + 12k + 6.
Since 6k^2 is divisible by 6, 12k is divisible by 6, 6 is divisible by 6, we know 6k^2 + 12k + 6 is divisible by 6.
Also, by the inductive hypothesis, 2k^3 + 3k^2 + k is divisible by 6.
Combining these facts, we can get 2(k + 1)^3 + 3(k + 1)^2 + k + 1 is divisible by 6, which is what we needed to prove.
",2,2,2,2,2,2,2,"Seth"
"221","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that when n = 0, 0 + 0 + 0 = 0 which is divisible by 6

Our inductive hypothesis is that for some k, 2n^3 + 3n^2 + n is divisible by 6 for each n in 0...k.

Now we finish by showing that 2k^3 + 3k^2 + k is divisible by 6.

2k^3 + 3k^2 + k = (k)(2k + 1)(k + 1). 

By definition of divisibility, we know that ak = 6 for some int a.

I do not know how to prove the rest, im sorry :(",2,2,2,2,1,0,0,"Seth"
"222","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction for $n$.

Inductive predicate: $6|2n^3+3n^2+n$ for any natural number $n$.

Base case: when $n=0$, $2(0)^3+3(0)^2+0 = 0$, and $6|0$,  so base case $n=0$ is proven.

Inductive hypothesis: Suppose that, for some $k$, $6|2n^3+3n^2+n$ for $n$ in $0, 1, ...k$.

Inductive step: we must now find that $6|2k^3+3k^2+k$.

Now factoring the right hand side of the equation we get [ran out of time to actually factor but I think this is the direction the proof should go in]",2,2,2,2,1,0,0,"Seth"
"223","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, let n = 0. 2(0)^3 + 3(0)^2 + 0 = 0 which is divisible by 6.

We must prove this can hold from k...k+1. This is 2(k+1)^3 + 3(k+1)^2 + k + 1.

Plugging any number into k will result in this equation being divisible by 6.

Therefore, our hypothesis is true.",2,2,1,1,2,0,0,"Seth"
"224","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n.

Inductive Predicate: For any natural number n, $2n^3 + 3n^2 + n$ is divisible by 6.

Best Case: P(0) = 0 and g(1) = 6, where both 0 and 6 are divisible by 6.

Inductive Hypothesis: For some k, $P(n) = 2n^3 + 3n^2 + n$ when n is 0 . . . k.

Inductive Step: We need to prove that $P(k+1) = 2(k+1)^3 + 3(k+1)^2 + k+1$.

By some algebra, $P(k+1) = 2(k+1)^3 + 3(k+1)^2 + k+1$

. . . 

$P(n) = 2n^3 + 3n^2 + n$ is divisible by 6 for any natural number n.",2,2,1,2,1,0,0,"Seth"
"225","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","First, when n = 0, $2n^3$ + $3n^2$ + n = 6, which is divisible by 6.  
  
For some number k, $2n^3$ + $3n^2$ + n is divisible by 6 if n is in 0...k.  
  
Finally, we prove for any number n, $2n^3$ + $3n^2$ + n is divisible by six.  
  
Let n = 2. 2(2)^3 + 3(2)^2 + 2 = 16 + 12 + 2, which equals 30. 30 is divisible by 6. This is what we needed to show.",2,1,1,2,0,0,0,"Seth"
"226","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","n = 0 $2n^3+3n^2+n = 0, 6 \mid 0$

Suppose claim is true for n = 0, ..., k, $2k^3+3k^2+k$ is divisible by 6. $2k^3+3k^2+k = 6m$ where $m$ is an integer

n = k+1, $2(k+1)^3+3(k+1)^2+k+1= 2k^3+3k^2+k + 2(3k^2+3k+1)+6k+3+1 = 6m+6(k^2+k+1)$


",2,2,2,1,1,0,0,"Seth"
"227","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n

We must prove that $2*n^3 + 3*n^2 + n$ is true for any natural number n 

Didn't have time to finish this",0,0,0,0,0,0,0,"Seth"
"228","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let's prove by induction. Let the proposition that for any natural number *n*, 2n^3+3n^2+n is divisible by 6 be true. For the base case n = 0, 2n^3 + 3n^2 + n = 0, which is divisible by 6, so the proposition holds true. For any natural number *n*, 2n^3 + 3n^2 + n is divisible by 6 for any n = 0, 1, 3, ..., k. This means that we need to prove that 2(k+1)^3 + 3(k+1)^2 + n is divisible by 6. Since 2(k+1)^3 + 3(k+1)^2 + n expanded is 2k^3 + 9k^2 + 13k + 6 and 6 | 2k^3 + 9k^2 + 13k + 6, this means that for any natural number *n*, 2n^3 + 3n^2 + n is divisible by 6, which is what we needed to prove.",2,2,1,2,2,0,0,"Seth"
"229","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We will use induction to prove this.

Base case:

n = 1, the result is 6 and 6 is divisible by 6
n = 2, the result is 30 and 30 is divisible by 6

Inductive hyposthsis: 

For all n in 1...n, 2n^3+3n^2+n is divisible by 6

Becuase n is never zero, we can take simplify the equation to 2n(n^2)+3n(n)+n.

We can then group all the n's together and get 6n as a term.

6n is always divisible by 6 becuase it is a factor of 6.

This is all we needed to proove.",2,2,2,1,0,0,0,"Seth"
"230","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction

Base Case: when n = 0, 2*0^3 +3*0^2 + 0 = 0 which is divisible by 6

Inductive hypothesis: Suppose thatP(n) = 2n^3 +3n^2 + n is true for all natural numbers from 0 to k.

We need to prove that 2(k+1)^3 + 3(k+1)^2 + k+1 is divisible by 6 too

Proof:
2(k+1)^3 + 3(k+1)^2 + k+1

2k^3 + 2 + 6k^2 +6k + 3k^2 + 3 + 6k + k + 1

2k^3 +9k^2 + 13k + 6

(2k^3 + 3k^2 + k) + (6k^2 + 12k + 6)

(2k^3 + 3k^2 + k) + 6(k^2 + 2k + 1)

(2k^3 + 3k^2 + k) is divisible by 6 due to the inductive hypothesis

6(k^2 + 2k + 1) is also divisible by 6

Therefore, 2(k+1)^3 + 3(k+1)^2 + k+1 is divisible by 6 which is what we needed to prove.



",2,2,2,2,2,2,2,"Seth"
"231","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Test for base case: n = 1:  
$2(1^3) + 3(1^2) + 1 = 6$  
and 6 is divisible by 6

Assume this is true for a natural number k, $2(k^3) + 3(k^2) + k = 6a$ where a is some integer, for all numbers, from 0 to k - 1.

Test for k + 1:  
$2((k+1)^3) + 3((k+1)^2) + (k+1) = 2(k^3 + 3k^2 + 3k + 1) + 3(k^2 + 2k + 1) + (k+1)$  
$ = 2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k+1$  
$ = 2k^3 + 9k^2 + 13k + 6$  
As we know $2(k^3) + 3(k^2) + k$ is divisible by 6, we can subtract this from the current eq  
$ = 6k^2 + 12k + 6$  
$ = 6(k^2 + 2k + 1)$  
Since we know k is an integer, we and yb the inductive step we can conclude that for any natural number $n$,
$2(n^3) + 3(n^2) + n$ is divisible by 6",2,2,2,1,2,2,2,"Seth"
"232","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","2n^3 + 3n^2 + n = n(2n^2 + 3n + 1)  = n (2n + 1) (n + 1)

if n is divisible by 6 then 2n^3 + 2n^2 + n also divisible by 6.",0,0,0,0,0,0,0,"Seth"
"233","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We will prove by induction on $n$.<br>
Note that for our base case $n=0$, $0+0+0=0$, which is divisible by 6.<br>
Suppose for our inductive hypothesis that for some $k$, $2n^3+3n^2+n$ is divisible by 6 for all $n$ in $0...k$.<br>
Now we need to show that $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6.<br>
This expands to $2k^3+6k^2+6k+2+3k^2+6k+3+k+1$.<br>
Rearranging, we get $(2k^3+3k^2+k)+6(k^2+k+1)$.<br>
Since $(2k^3+3k^2+k)$ is divisible by 6 and $6(k^2+k+1)$ is also divisible by 6, $(2k^3+3k^2+k)+6(k^2+k+1)$ is divisible by 6.<br>
Q.E.D.",2,2,2,2,2,2,2,"Seth"
"234","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on $n$.  
The inductive predicate is $P(n): 2n^3+3n^2+n$ is divisible by $6$.  
The base case is when $n=0$. So, $2n^3+3n^2+n = 0$, and $0$ is divisible by $6$. So $P(0)$ holds.  
The inductive hypothesis is that there exists a natural number $k$ such that $2n^3+3n^2+n$ is divisible by $6$ for each $n$ in $0 \dots k$. Then, our inductive step is to show that $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by $6$. 

$2(k+1)^3+3(k+1)^2+(k+1)=2(k^3+3k^2+3k+1)+3(k^2+2k+1)+k+1$  
$= 2k^3+3k^2+k+6(k^2+2k+1)$

From the inductive hypothesis, we know that $2k^3+3k^2+k$ is divisible by $6$. $6(k^2+2k+1)$ is clearly divisible by $6$ as we can factor out a $6$ from the expression. So, $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by $6$. QED",2,2,2,2,2,2,2,"Seth"
"235","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof: Using proof by induction.

Base Case: Let natural number n = 0. Using substitution, 2(0)^3 + 3(0)^2 + 0 = 0. Zero divides 6.

Inductive Hypothesis: For some k, 2n^3 + 3n^2 + n is divisable by 6 for each n in 0...k.

Induction: Now, we'll prove that 3k^3 + 3k^2 + k is disvisable by 6. Factoring out k, k(2k^2 + 3k + 1) = k(2k + 1)(k + 1). Since k is a natural number, either the term (2k + 1) will be a divisable by 3 or the term (k + 1) will be divisable by 3. Since 3 divides 6, this also means that these terms, and the expressin they're a part of, will also divide by 6. Hense, 2k^3 + 3k^2 + k is divisable by 6 for all natural numbers. This is what we needed to show.",2,1,2,2,1,0,0,"Seth"
"236","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I'm not sure how to do this.",0,0,0,0,0,0,0,"Seth"
"237","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let P(n) be the propositon that 2n^3 + 3n^2 + n is divisible by 6.

First, prove the base case. his means P(n) should be true for P(1), which it is, as 2*1 + 3*1 + 1 = 6, whic is divisible by 6.

Assume that P(k) is true for arbitrary natural number k.

Then we need to prove that P(k) leads to P(k+1) would be true, meaning that 2k^3 + 3k^2 + k should lead to 2k^3 + 6k^2 + 6k + 2 + 3k + 3+ k + 1.",2,2,2,2,1,0,0,"Seth"
"238","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let's prove this induction by n, that is for any natural number n, 2n^3 + 3n^2 + n is divisible by 6. For our base case n = 1, 2(1)^3 + 3(1)^2 + 1 = 6 and 6|6 so it is true. If n = 2, 2(2)^3 + 3(2)^2 + 2 = 16 + 12 + 2 = 30 and 6|30 and this base case proves true. 

Suppose our inductive hypothesis, for some k, 2n^3 + 3n^2 + n is divisible by 6 for each n in 0....k. By our inductive hypothesis, we get 2(k+1)^3 + 3(k+1)^2 + k.

.

.

.

2n^3 + 3n^2 + n is divisible by 6 for any natural number, which is what we needed to show.",2,2,2,2,1,0,0,"Seth"
"239","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Let's assume the base case that for $n = 0$, the following $2n^3+3n^2+n$ this equals to $0$. Since, 0 is divisible by 3, the base case of when n is equivalent to 0 holds true to the statement of being divsible by 6 when the expression $2n^2 + 3n^2 + n$ has n equivalent to 0. Let's suppose that
if n is equivalent to all natural numbers $0..k$, then the following must also hold true: $2k^3+3k^2+k = 0$, We can prove such as follows:

$k(2k^2+3k+1) = 0$

$k(2k+1)(k+1)=0$

$k = 0, \frac{1}{2}, -1$

Since both $1/2$ and $-1$ are not natural numbers, we do not consdier these options and therefore only consider the case in which $k = 0$. Since we have already proven that $k = 0$ results in $2n^3+3n^2+n =0$, Thus, any other natural number must also be equivalent to $k$ since for natural number $n$, $n \cdot 0 = 0$. Therefore, any other natural number's result when substituted into the expression $2n^3+3n^2+n$ will also evaluate to 0 which is divisible by 6. Thus, for any natural number $n$, $2n^3+3n^2+n$ is divisible by 6.",2,2,2,2,0,0,0,"Seth"
"240","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case, note that 2n^3 + 3n^2 + n = n(2n+1)(n+1)

Suppose as our Inductive Hypothesis that is 2n^3 + 3n^2 + n divisible by 6 for n in 0 ... k (where k >= 0).

For our inductive step we must prove that 2(k+1)^3 + 3(k+1)^2 + (k+1) is divisble by 6.

When multiplied out, 2(k+1)^3 + 3(k+1)^2 + (k+1) can have 3, 2, and 1 factored out, so by the definition of division, 2n^3 + 3n^2 + n is divisible by 6. QED.
",0,0,2,2,2,0,0,"Seth"
"241","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","when n = 0, 2(0)^3 + 3(0)^2 + 0 = 0 is divisible by 6

when n = 1, 2+3+1 = 6 is divisible by 6

when n = k + 6, where k is natural number, 2(k+6)^3+3(k+6)^2+(k+6) is divisible by 6.",2,2,0,0,0,0,0,"Seth"
"242","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: when n = 0, 2n^3+3n^2+n = 0 is divisible by 6.

Hypothesis: for some natural number k > 0, the claim is correct for n = 0,1,2...k-1.

try to prove that the claim is correct for n = k.

2k^3+3k^2+k = (2(k-1)^3 +3(k-1)^2 + k-1) +6n^2.

Both (2(k-1)^3 +3(k-1)^2 + k-1) and 6n^2 are divisible by 6, so 2k^3+3k^2+k is divisible by 6.

Then for any natural number n, 2n^3+3n^2+n is divisible by 6.",2,2,2,2,2,2,2,"Seth"
"243","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","the base case is to see if this claim holds true when n = 1.

2 + 3 + 1 = 6 which is divisible by 6.

The inductive stem would be to see if factors of 6 and prime numbers hold true.

factors of 6:
2(8) + 3(4) + 2 = 30 which is divisible by 6

prime numbers:
2(125) + 3(25) + 5 = 330 which is divisible by 6

Hence, the claim is proved.
",2,2,0,0,0,0,0,"Seth"
"244","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Starting with the base case where n =0, 2(0)^3+3(n)^2+0 we get 0 which is divisible by 6
Now if we use the inductive hypothesis that for k, $2n^3+3n^2+n$ is divible by 6 for each n k=0...k where k is a natural number. 

We need to prove that 2k^3+3k^2+k, which we need to do somehow but I don't have enough time. so eventually you will get to a place where you prove how since k is an integer and we know that it is divisible by 6 then the rest of the claim is divisible by 6. ",2,2,2,2,1,0,0,"Seth"
"245","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: for n = 0, 2(0)^# + 3(0)^2+0 = 0, which is divisible by 6.
Then, for our inductive hypothesis,
",2,2,0,0,0,0,0,"Seth"
"246","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","strong",0,0,0,0,0,0,0,"Seth"
"247","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case: n = 0: 2(0) + 2(0) + 0 = 0, which is divisible by 6.

n = 1, $2(1)^3 + 3(1)^2 + 1 = 6$, which is divisible by 6.

$2n^3 + 3n^2 + n $ is divisible by 6 for all n in $1...k$.

$2(k + 1)^3 + 3(k + 1)^2$ + (k + 1)

$(2k^3 + 6k^2 + 6k + 2) + (3k^2 + 6k + 3) + (k + 1)$

$2k^3 + 9k^2 + 13k + 6$

$k(2k^2 + 9k + 13), 2 + 9 + 13 = 24,$ which for all values of k will be divisible by 6.

6 is divisible by 6. 

the sum of both of these expressions that are divisible by 6 are also divisible by 6, thus proving the claim.
",2,2,1,2,1,0,0,"Seth"
"248","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","base case: n = 0 6|0, n =1, 6|6

indutive hypothesis: 6|n^3 +3n^2 +n 

n^3 +3n^2 +n = n(2n^2 + 3n + 1) = n(2n+1)(n+1)

for k+1, (k+1)(2k+3)(k+2) is divisible by 6 
",2,2,2,0,1,0,0,"Seth"
"249","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For any natural number n, 2n^3 + 3n^2 + n is divisible by 6.
Let n equal 2. 

2(2)^3 + 3(2)^2 + 2 = 30

30 is divisible by 6 (30 / 6 = 5)",0,0,0,0,0,0,0,"Seth"
"250","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case: n = 1, $2(1)^3 + 3(1)^2 + 1 = 6$ which is divisible by 6

Inductive Hypothesis: for some natural number k, $2n^3 + 3n^2 + n$ is divisible by 6 for n in 0...k

We must show that $2(k+1)^3 + 3(k+1)^2 + k + 1$ is divisible by 6

$2(k+1)^3 + 3(k+1)^2 + (k + 1)$ 

= $(2k^3 + 6k^2 + 6k + 2) + (3k^2 + 6k + 3) + (k + 1) $

= $2k^3 + 9k^2 + 13k + 6 $

=",2,2,2,2,2,0,0,"Seth"
"251","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base case

$2n^{0} + 3n^{0} + 0 = 5 $ is not divisible by 6

For some k, if k = 1

$2n^{1} + 3n^{1} + 1 = 6 $ which is divisible by 6.

And we continue with the rest of the proof. Can't remember the specific formula from Examlet 1 to proof this type of statement.


",2,1,0,0,0,0,0,"Seth"
"252","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Induction on $n$.  
Base case: $n = 0$.  
$\quad$When $n = 0, 2(0)^3+3(0)^2+0=0$ which is divisble by $6$.  
Induction hypothesis: For any $n$ from $0,1,...,k$, $2n^3+3n^2+n$ is divisible by $6$.  
Induction step: Prove for $n=k+1$, $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6.  
$\quad$$2(k+1)^3+3(k+1)^2+(k+1)=2k^3+6k^2+6k+2+3k^2+6k+3+k+1$.  
$\quad$$2k^3+9k^2+13k+6=(2k^3+6k^2+k)+3k^2+12k+6$.  
By the induction hypothesis, $2k^3+6k^2+k$ is divisible by 6. If $2k^3+3k^2+k$ is divisible by 6 then $3k^2$ is divisible by 6. $12k$ is clearly divisible by 6 and $6$ is clearly divisible by 6.  
$\therefore$ when $n=k+1$, $2(k+1)^3+3(k+1)^2+(k+1)$ is divisible by 6, so the claim is true.",2,2,2,2,2,2,2,"Seth"
"253","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Prove by induction on n. Base case n = 0, 0 is divisible by 6. Inductive hypothesis for all n in range (0,k-1) 2n^3 + 3n^2 + n | 6. Inductive step, show 2k^3 + 3k^2 + k | 6. Simplifying we get k(2k+1)(k+1). You can split this up into 6 cases to test for all posibilities of k % 6. Case 1: k=0 6|0. Case 2: k = 1 6|6 Case 3: k = 2 6|30. Case 4: k = 3 6|84. Case 5: k=4 6|180. Case 6 k=5 last term is 6 so 6| 5(11)(6). We have shown what we needed to show.",2,2,2,2,2,0,0,"Seth"
"254","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","let n = 0, 6 | 0 is true.

let n = 1, 6 | 6 is true.

let n = 2, 6 | 30 is true.

for every n = 0....k, 6 | (2k^3 + 3k^2 + k) -> 6 | (k(2k^2 + 3k + 1).

so this is true by induction.
",2,2,1,2,1,0,0,"Seth"
"255","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I don't know",0,0,0,0,0,0,0,"Seth"
"256","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on $n$.

Base Case: $2n^3+3n^2+n$, when $n=0$ is $0$, therefore it is divisible by 6.

Inductive Hypothesis: For $n$ in $0, 1, 2 ... k$, $2n^3+3n^2+n$ is divisible by 6.

Inductive Step: Suppose $2(k+1)^3+3(k+1)^2+k + 1$  is divisible by 6.

This is equal to $2k^3+3k^2+k+6k^2+12k+6$.

$6k^2, 12k,$ and $6$ are divisible by $6$ due to the defintion of divisibility, as $k$ is an integer.

By the inductive hypothesis, $2k^3+3k^2+1$ is divisible by $6$. Therefore $2n^3+3n^2+n$ is divisible by $6$ for any natural number $n$ is proven. QED.",2,2,2,2,1,2,2,"Seth"
"257","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","I don't really know how to write proofs using induction.",0,0,0,0,0,0,0,"Seth"
"258","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","when n = 0:

2n^3 + 3n^2 + n =0

when n = 1:

2 + 3 + 1 = 6

when n = 2:

16 + 12 + 2 = 30

We can conclude that when n is a elements of natural numbers, 2m^3 + 3n^2 + n a;ways divisible by 6.",2,1,0,0,0,0,0,"Seth"
"259","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n

Base Case: n = 1 <br>
2(1)^3 + 3(1)^2 + 1 = 2 + 3 + 1 = 6 which is divisble by 6 <br>

Inductive Hypothesis: Suppose that for all natural numbers n in 1, 2, 3, ...k 2(n)^3 + 3(n)^2 + 1 is divisible by 6

Inductive Step:",2,2,2,2,0,0,0,"Seth"
"260","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof: by induction

For our base case, let n = 0. Then 2(0)^3 + 3(0)^2 + 0 = 0, which is divisible by 6.

For our induction hypothesis, suppose that for some integer k, 2n^3 + 3n^2 +n is divisible by 6 for all n = 0,1,...,k. 
Then we need to show that 2(k+1)^3 + 3(k+1)^2 + k+1 is divisible by 6. 

So 2(k+1)^3 + 3(k+1)^2 + k+1 = 2*k^3 + 3k^2 + k + 6(k^2 + k + 1). From our hypothesis, 2*k^3 + 3k^2 + k is divisible by 6. And, since k is an integer, (k^2 + k + 1) is an integer, so 6(k^2 + k + 1) is an integer and divisible by 6. And since both parts of the expression result in integers and are being added together, the entire expression is divisible by 6. Therefore, 2(k+1)^3 + 3(k+1)^2 + k+1 is divisible by 6, which is what we wanted to show. ",2,2,2,2,2,2,2,"Seth"
"261","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","factor n out

n(2n^2+3n+1)

n(2n+1)(n+1)

n = 0,-1/2,-1

These are all numbers that can divide 6 to form another integer

This means that 2n^3+3n^2+n is divisible by 6 for any natural number n",0,0,0,0,0,0,0,"Seth"
"262","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","For our base case let n be any natural number, n = 1, such that $2n^3$+$3n^2$+n = 6 which is divisible by 6.

Next, suppose as our Inductive Hypothesis that 
for some k, $2n^3$+$3n^2$+n
 is true for each n in 1...k.

Now to finish we need to show that $2k^3$+$3k^2$+$k$ is divisble by 6.

So let us say k = 1 then  $2k^3$+$3k^2$+$k$ = 6 which is divisible by 6

thus proven.",2,2,2,2,1,0,0,"Seth"
"263","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Proof by induction on n

Base cases

When n = 0 $2n^3 + 3n^2 + n$ = 0 which is divisible by 6

Inductive hypothesis

Inductive step",2,2,0,0,0,0,0,"Seth"
"264","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","We are performing induction on $n$.

The inductive hypothesis is for any natural number $n$, $2n^3+3n^2+n$ is divisible by 6, for $n$ in $0,1,...,k - 1$.

Take the base case where $n=0$. Then $2n^3+3n^2+n = 2(0)+3(0)+0=0$, which is divisible by 6, so the base case holds true. Take the base case where $n=1$. Then $2n^3+3n^2+n=2(1)+3(1)+1=6$, which is divisible by 6, so the base case holds true.

For the inductive step, we must prove that when $n=k, 2k^3+3k^2+k$ is divisible by 6.

Taking a $k$ out, $2k^3+3k^2+k=k(2k^2+3k+1)=k(2k+1)(k+1).$",2,2,2,2,2,0,0,"Seth"
"265","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","base:$P(0) = 0$, which is divisible by $6$.
",2,2,0,0,0,0,0,"Seth"
"266","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","The inductive predicate P(n) is that for an natural number n, 2n^3 + 3n^2 + n is divisible by 6. The base case n = 0 checks out because 0 is divisble by 6. The inductive hypothesis is that P(n) holds for any natural number n in the range 0 - k-1. We need to prove in the inductive step that P(k), 2k^3 + 3k^2 +k is divisible by 6. ",2,2,2,2,2,0,0,"Seth"
"267","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","The base case is that n=1 2+3+1=6 and 6|6.

Inductive hypothesis is that 2n^3+3n^2+n is divisible by 6 for natural number k where k is 0...k. 

Now the proof is for 2k^3+3k^3+k is divisible by 6. There are 6 cases. 

Case 1: k=6n where n is an integer. 2(6n)^3+3(6n)^2+6n= 6(72n^3+3*6n^2+n) which is divisible by 6. 

Case 2: k=6n+1 where n is an integer. 2(6n+1)^3+3(6n+1)^2+6n+1. You can factor a 6 out of this which shows it is divisible by 6.

Case 3: k=6n+2 where n is an integer. 2(6n+2)^3+3(6n+2)^2+6n+2 You can factor a 6 out of this which shows it is divisible by 6.

Case 4: k=6n+3 where n is an integer. 2(6n+3)^3+3(6n+3)^2+6n+3 You can factor a 6 out of this which shows it is divisible by 6.

Case 5: k=6n+4 where n is an integer. 2(6n+4)^3+3(6n+4)^2+6n+4 You can factor a 6 out of this which shows it is divisible by 6.

Case 6: k=6n+1 where n is an integer. 2(6n+5)^3+3(6n+5)^2+6n+5 You can factor a 6 out of this which shows it is divisible by 6.

Since every cases is divisible by 6 then 2n^3+3n^2+n is divisible by 6 which is what we needed to show. ",2,2,2,2,1,0,0,"Seth"
"268","Exam 4","learningStudy/WrittenInduction_Divisibilty_v4","Base Case: n = 0, 2(0) + 3(0) + 0 = 0, which is divisible by 6.

Inductive Hypothesis: We will assume that for all n in {0, 1, 2, 3, 4, ... k}, $2n^3 + 3n^2 + n$ is divisble by 6. We want to prove that $2n^3 + 3n^2 + n$ is divisble by 6 if n = k + 1.

$2(k+1)^3 + 3(k+1)^2 + (k+1)$ = $2(k^3 + 3k^2 + 3k + 1) + 3(k^2 + 2k + 1) + k + 1$ = $2k^3 + 6k^2 + 6k + 2 + 3k^2 + 6k + 3 + k + 1$ = $2k^3 + 9k^2 + 13k + 6$ = $6(k^2 + 2k + 1) + 2k^3 + 3k^2 + k$.

We know $2k^3 + 3k^2 + k$ is divisble by 6 from our inductive hypothesis and since $(k^2 + 2k + 1)$ is an integer, $6(k^2 + 2k + 1)$ is also divisble by 6. Therefore, $2(k+1)^3 + 3(k+1)^2 + (k+1)$ is divisble by 6 and we have proved our proposition by induction.",2,2,2,2,2,2,2,"Seth"
